price_raw,price_num,bhk_raw,bhk_number,area_raw,area_sqft,locality,city,listing_url
₹ 42 Lac,4200000,"2 BHK Flat for Sale in Ambegaon, Pune",2,Super Area 850 sqft,850,Ambegaon,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Ambegaon-in-Pune&id=4d423739363532303233
₹ 44 Lac,4400000,"1 BHK Flat for Sale in Pashan, Pune",1,Carpet Area 550 sqft,550,Pashan,Pune,https://www.magicbricks.com/sagar-sai-krupa-phase-2-pashan-pune-pdpid-4d4235323332373737
₹ 1.08 Cr,10800000,"2 BHK Flat for Sale in Dhankawadi, Pune",2,Carpet Area 818 sqft,818,Dhankawadi,Pune,https://www.magicbricks.com/bhargav-stella-dhankawadi-pune-pdpid-4d4235333438353331
Call for Price,,"2 BHK Flat for Sale in Undri, Pune",2,Super Area 750 sqft,750,Undri,Pune,https://www.magicbricks.com/vivanta-primera-undri-pune-pdpid-4d4235303035313838
₹ 1.75 Cr,17500000,"3 BHK Flat for Sale in Wakad, Pune",3,Carpet Area 1096 sqft,1096,Wakad,Pune,https://www.magicbricks.com/anp-memento-wakad-pune-pdpid-4d4235333038333833
₹ 3.50 Cr,35000000,"3 BHK Flat for Sale in Sinhgad Road, Pune",3,Carpet Area 1500 sqft,1500,Sinhgad Road,Pune,https://www.magicbricks.com/rohan-kritika-sinhgad-road-pune-pdpid-4d4235303237313838
₹ 1 Cr,10000000,"2 BHK Flat for Sale in Kondhwa, Pune",2,Carpet Area 950 sqft,950,Kondhwa,Pune,https://www.magicbricks.com/marvel-albero-kondhwa-pune-pdpid-4d4235303230353332
₹ 1.42 Cr,14200000,"2 BHK Flat for Sale in Phase 2 Hinjawadi, Pune",2,Carpet Area 996 sqft,996,Phase 2 Hinjawadi,Pune,https://www.magicbricks.com/lodha-panache-phase-2-hinjawadi-pune-pdpid-4d4235343037393039
₹ 46 Lac,4600000,"1 BHK Flat for Sale in Dhayari, Pune",1,Carpet Area 540 sqft,540,Dhayari,Pune,https://www.magicbricks.com/shraddha-madhav-nilay-dhayari-pune-pdpid-4d4235323334303937
₹ 1.10 Cr,11000000,"2 BHK Flat for Sale in Aundh, Pune",2,Carpet Area 650 sqft,650,Aundh,Pune,https://www.magicbricks.com/clarion-park-aundh-pune-pdpid-4d4235303033313831
₹ 1.97 Cr,19700000,"3 BHK Flat for Sale in New Kalyani Nagar, Pune",3,Carpet Area 1273 sqft,1273,New Kalyani Nagar,Pune,https://www.magicbricks.com/bramha-the-collection-new-kalyani-nagar-pune-pdpid-4d4235313236333635
₹ 1.65 Cr,16500000,"3 BHK Flat for Sale in New Kalyani Nagar, Pune",3,Carpet Area 992 sqft,992,New Kalyani Nagar,Pune,https://www.magicbricks.com/bramha-the-collection-new-kalyani-nagar-pune-pdpid-4d4235313236333635
₹ 1.95 Cr,19500000,"3 BHK Flat for Sale in Baner, Pune",3,Carpet Area 1248 sqft,1248,Baner,Pune,https://www.magicbricks.com/utsav-homes-the-address-baner-pune-pdpid-4d4235333038333733
₹ 1.04 Cr,10400000,"3 BHK Flat for Sale in Wadgaon BK, Pune",3,Carpet Area 1095 sqft,1095,Wadgaon BK,Pune,https://www.magicbricks.com/sahyadri-heights-wadgaon-budruk-pune-pdpid-4d4235303835333138
₹ 41 Lac,4100000,"1 BHK Flat for Sale in Hadapsar, Pune",1,Super Area 516 sqft,516,Hadapsar,Pune,https://www.magicbricks.com/rahul-eastview-hadapsar-pune-pdpid-4d4235313138343133
₹ 62 Lac,6200000,2 BHK Flat for Sale in Pune,2,Super Area 905 sqft,905,Pune,Pune,https://www.magicbricks.com/rich-woods-pradhikaran-nigdi-pune-pdpid-4d4235303032373939
₹ 35 Lac,3500000,"2 BHK Flat for Sale in Alandi, Kelgaon, Pune",2,Super Area 743 sqft,743,Alandi,Pune,https://www.magicbricks.com/vrundawan-homes-alandi-pune-pdpid-4d4235303835313837
₹ 4.20 Cr,42000000,"4 BHK Flat for Sale in Pimple Nilakh, Pimpri Chinchwad, Pune",4,Carpet Area 2400 sqft,2400,Pimple Nilakh,Pune,https://www.magicbricks.com/kolte-patil-24k-glitterati-pimple-nilakh-pune-pdpid-4d4235303238363035
₹ 1.94 Cr,19400000,"3 BHK Flat for Sale in Kharadi, Pune",3,Carpet Area 1174 sqft,1174,Kharadi,Pune,https://www.magicbricks.com/majestique-evolvus-kharadi-pune-pdpid-4d4235343138353239
₹ 1.84 Cr,18400000,"3 BHK Flat for Sale in Kharadi, Pune",3,Carpet Area 1115 sqft,1115,Kharadi,Pune,https://www.magicbricks.com/majestique-evolvus-kharadi-pune-pdpid-4d4235343138353239
₹ 2.08 Cr,20800000,"3 BHK Flat for Sale in Kharadi, Pune",3,Carpet Area 1264 sqft,1264,Kharadi,Pune,https://www.magicbricks.com/majestique-evolvus-kharadi-pune-pdpid-4d4235343138353239
₹ 1.45 Cr,14500000,"2 BHK Flat for Sale in Kharadi, Pune",2,Carpet Area 877 sqft,877,Kharadi,Pune,https://www.magicbricks.com/majestique-evolvus-kharadi-pune-pdpid-4d4235343138353239
₹ 2.14 Cr,21400000,"3 BHK Flat for Sale in Kharadi, Pune",3,Carpet Area 1300 sqft,1300,Kharadi,Pune,https://www.magicbricks.com/majestique-evolvus-kharadi-pune-pdpid-4d4235343138353239
₹ 1.07 Cr,10700000,"3 BHK Flat for Sale in Hadapsar, Pune",3,Carpet Area 1120 sqft,1120,Hadapsar,Pune,https://www.magicbricks.com/bk-jhala-nirmal-township-hadapsar-pune-pdpid-4d4235303034323133
₹ 1.25 Cr,12500000,"2 BHK Flat for Sale in Wakad, Pune",2,Carpet Area 850 sqft,850,Wakad,Pune,https://www.magicbricks.com/sheth-tiara-wakad-pune-pdpid-4d4235303730323933
₹ 52 Lac,5200000,"1 BHK Flat for Sale in Lalit Estate, Baner, Pune",1,Carpet Area 450 sqft,450,Lalit Estate,Pune,https://www.magicbricks.com/puraniks-aldea-lalit-estate-pune-pdpid-4d4235303139333631
₹ 94.2 Lac,9420000,"2 BHK Flat for Sale in Hadapsar, Pune",2,Carpet Area 680 sqft,680,Hadapsar,Pune,https://www.magicbricks.com/dosti-greenscapes-hadapsar-pune-pdpid-4d4235343130313339
₹ 1.90 Cr,19000000,"4 BHK Flat for Sale in Hadapsar, Pune",4,Carpet Area 1395 sqft,1395,Hadapsar,Pune,https://www.magicbricks.com/dosti-greenscapes-hadapsar-pune-pdpid-4d4235343130313339
₹ 1.48 Cr,14800000,"3 BHK Flat for Sale in Hadapsar, Pune",3,Carpet Area 1082 sqft,1082,Hadapsar,Pune,https://www.magicbricks.com/dosti-greenscapes-hadapsar-pune-pdpid-4d4235343130313339
₹ 45 Lac,4500000,"1 BHK Flat for Sale in Dhayari, Pune",1,Super Area 456 sqft,456,Dhayari,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-456-Sq-ft-Multistorey-Apartment-FOR-Sale-Dhayari-in-Pune&id=4d423639393931333239
₹ 99.5 Lac,9950000,"2 BHK Flat for Sale in Wakad, Pune",2,Carpet Area 841 sqft,841,Wakad,Pune,https://www.magicbricks.com/anp-ultimus-wakad-pune-pdpid-4d4235333739373139
₹ 1.95 Cr,19500000,"3 BHK Flat for Sale in Undri, Pune",3,Carpet Area 2031 sqft,2031,Undri,Pune,https://www.magicbricks.com/nyati-esteban-i-undri-pune-pdpid-4d4235313235313433
₹ 2.17 Cr,21700000,"3 BHK Flat for Sale in Aundh, Pune",3,Carpet Area 1347 sqft,1347,Aundh,Pune,https://www.magicbricks.com/propertyDetails/3-BHK-1818-Sq-ft-Multistorey-Apartment-FOR-Sale-Aundh-in-Pune&id=4d423832313233393933
₹ 1.68 Cr,16800000,"4 BHK Flat for Sale in Mundhwa, Pune",4,Carpet Area 1150 sqft,1150,Mundhwa,Pune,https://www.magicbricks.com/mantra-mirari-mundhwa-pune-pdpid-4d4235333237303239
₹ 1.71 Cr,17100000,"3 BHK Flat for Sale in Hinjawadi, Pune",3,Carpet Area 1490 sqft,1490,Hinjawadi,Pune,https://www.magicbricks.com/vtp-monarque-hinjewadi-pune-pdpid-4d4235343235323137
₹ 1.45 Cr,14500000,"3 BHK Flat for Sale in Hinjawadi, Pune",3,Carpet Area 1261 sqft,1261,Hinjawadi,Pune,https://www.magicbricks.com/vtp-monarque-hinjewadi-pune-pdpid-4d4235343235323137
₹ 1.26 Cr,12600000,"3 BHK Flat for Sale in Hinjawadi, Pune",3,Carpet Area 1094 sqft,1094,Hinjawadi,Pune,https://www.magicbricks.com/vtp-monarque-hinjewadi-pune-pdpid-4d4235343235323137
₹ 99.2 Lac,9920000,"2 BHK Flat for Sale in Hinjawadi, Pune",2,Carpet Area 860 sqft,860,Hinjawadi,Pune,https://www.magicbricks.com/vtp-monarque-hinjewadi-pune-pdpid-4d4235343235323137
₹ 96.9 Lac,9690000,"2 BHK Flat for Sale in Hinjawadi, Pune",2,Carpet Area 840 sqft,840,Hinjawadi,Pune,https://www.magicbricks.com/vtp-monarque-hinjewadi-pune-pdpid-4d4235343235323137
₹ 92.9 Lac,9290000,"2 BHK Flat for Sale in Hinjawadi, Pune",2,Carpet Area 805 sqft,805,Hinjawadi,Pune,https://www.magicbricks.com/vtp-monarque-hinjewadi-pune-pdpid-4d4235343235323137
₹ 88 Lac,8800000,"2 BHK Flat for Sale in Kondhwa, Pune",2,Carpet Area 991 sqft,991,Kondhwa,Pune,https://www.magicbricks.com/bramha-avenue-kondhwa-pune-pdpid-4d4235303233313535
₹ 70 Lac,7000000,"2 BHK Flat for Sale in Undri, Pune",2,Carpet Area 872 sqft,872,Undri,Pune,https://www.magicbricks.com/iconic-ilife-upper-nibm-undri-pune-pdpid-4d4235333334313239
₹ 90 Lac,9000000,"2 BHK Flat for Sale in Shewalewadi, Pune",2,Carpet Area 726 sqft,726,Shewalewadi,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-1120-Sq-ft-Multistorey-Apartment-FOR-Sale-Shewalewadi-in-Pune&id=4d423831343934323631
₹ 48 Lac,4800000,"1 BHK Flat for Sale in Dhayari, Pune",1,Carpet Area 535 sqft,535,Dhayari,Pune,https://www.magicbricks.com/rajyog-society-dhayari-pune-pdpid-4d4235303035323935
₹ 2.01 Cr,20099999,"3 BHK Flat for Sale in Sahakar Nagar Tulshibagwale Colony, Pune",3,Carpet Area 1241 sqft,1241,Sahakar Nagar Tulshibagwale Colony,Pune,https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sahakar-Nagar-Tulshibagwale-Colony-in-Pune&id=4d423832313233393439
₹ 1.05 Cr,10500000,"2 BHK Flat for Sale in Kondhwa, Pune",2,Carpet Area 853 sqft,853,Kondhwa,Pune,https://www.magicbricks.com/shree-parshwa-nagar-kondhwa-pune-pdpid-4d4235303537373430
₹ 4.65 Cr,46500000,"4 BHK Flat for Sale in Kalyani Nagar, Pune",4,Carpet Area 2062 sqft,2062,Kalyani Nagar,Pune,https://www.magicbricks.com/marigold-kalyani-nagar-pune-pdpid-4d4235303030303435
₹ 65 Lac,6500000,"3 BHK Flat for Sale in Chakan, Pune",3,Super Area 1290 sqft,1290,Chakan,Pune,https://www.magicbricks.com/eiffel-city-chakan-pune-pdpid-4d4235303033393133
₹ 17 Lac,1700000,"1 BHK Flat for Sale in Dhayari, Pune",1,Super Area 511 sqft,511,Dhayari,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-511-Sq-ft-Multistorey-Apartment-FOR-Sale-Dhayari-in-Pune&id=4d423138353331313931
₹ 95.3 Lac,9530000,"3 BHK Flat for Sale in Punvale Bazar, Pune",3,Carpet Area 1081 sqft,1081,Punvale Bazar,Pune,https://www.magicbricks.com/propertyDetails/3-BHK-1459-Sq-ft-Multistorey-Apartment-FOR-Sale-Punvale-Bazar-in-Pune&id=4d423830383132303233
₹ 2.25 Cr,22500000,"3 BHK Flat for Sale in Anand Nagar, Pune",3,Carpet Area 1254 sqft,1254,Anand Nagar,Pune,https://www.magicbricks.com/kalpataru-blossoms-anand-nagar-pune-pdpid-4d4235333538353131
₹ 35 Lac,3500000,"2 BHK Flat for Sale in Pimple Gurav, Pimpri Chinchwad, Pune",2,Carpet Area 636 sqft,636,Pimple Gurav,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-806-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Pimple-Gurav-in-Pune&id=4d423734383635383937
₹ 18 Lac,1800000,"1 BHK Flat for Sale in Talegaon Dabhade, Pune",1,Super Area 501 sqft,501,Talegaon Dabhade,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-501-Sq-ft-Multistorey-Apartment-FOR-Sale-Talegaon-Dabhade-in-Pune&id=4d423138353239353030
₹ 1.86 Cr,18600000,"3 BHK Flat for Sale in Wakad, Pune",3,Carpet Area 1260 sqft,1260,Wakad,Pune,https://www.magicbricks.com/malpani-greens-wakad-pune-pdpid-4d4235303030373036
₹ 1.16 Cr,11600000,"2 BHK Flat for Sale in Kharadi, Pune",2,Carpet Area 800 sqft,800,Kharadi,Pune,https://www.magicbricks.com/nyati-elysia-2-kharadi-pune-pdpid-4d4235313533313539
₹ 40 Lac,4000000,"2 BHK Flat for Sale in Wagholi, Pune",2,Super Area 800 sqft,800,Wagholi,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Wagholi-in-Pune&id=4d423739303437333439
₹ 1.95 Cr,19500000,"2 BHK Flat for Sale in Ideal Colony, Kothrud, Pune",2,Carpet Area 910 sqft,910,Ideal Colony,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-1229-Sq-ft-Multistorey-Apartment-FOR-Sale-Ideal-Colony-in-Pune&id=4d423832313233383339
₹ 2.24 Cr,22400000,"3 BHK Flat for Sale in Kharadi, Pune",3,Carpet Area 1417 sqft,1417,Kharadi,Pune,https://www.magicbricks.com/duville-riverdale-grand-kharadi-pune-pdpid-4d4235333335323135
₹ 2.39 Cr,23900000,"4 BHK Flat for Sale in New Kalyani Nagar, Pune",4,Carpet Area 1641 sqft,1641,New Kalyani Nagar,Pune,https://www.magicbricks.com/bramha-the-collection-new-kalyani-nagar-pune-pdpid-4d4235313236333635
₹ 1.55 Cr,15500000,"3 BHK Flat for Sale in New Kalyani Nagar, Pune",3,Carpet Area 1100 sqft,1100,New Kalyani Nagar,Pune,https://www.magicbricks.com/bramha-the-collection-new-kalyani-nagar-pune-pdpid-4d4235313236333635
₹ 1.19 Cr,11900000,"2 BHK Flat for Sale in New Kalyani Nagar, Pune",2,Carpet Area 818 sqft,818,New Kalyani Nagar,Pune,https://www.magicbricks.com/bramha-the-collection-new-kalyani-nagar-pune-pdpid-4d4235313236333635
₹ 76 Lac,7600000,"2 BHK Flat for Sale in Hadapsar, Pune",2,Carpet Area 785 sqft,785,Hadapsar,Pune,https://www.magicbricks.com/wellwisher-kiarah-terrazo-hadapsar-pune-pdpid-4d4235333230373635
₹ 50 Lac,5000000,"1 BHK Flat for Sale in Hadapsar, Pune",1,Super Area 590 sqft,590,Hadapsar,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-590-Sq-ft-Multistorey-Apartment-FOR-Sale-Hadapsar-in-Pune&id=4d423830353138333931
₹ 1.80 Cr,18000000,"3 BHK Flat for Sale in Aundh Gaon, Aundh, Pune",3,Carpet Area 1350 sqft,1350,Aundh Gaon,Pune,https://www.magicbricks.com/garud-heritage-aundh-gaon-pune-pdpid-4d4235303434373033
₹ 1.30 Cr,13000000,"2 BHK Flat for Sale in Phase 1 Hinjewadi Rajiv Gandhi Infotech Park, Pune",2,Carpet Area 1027 sqft,1027,Phase 1 Hinjewadi Rajiv Gandhi Infotech Park,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-1242-Sq-ft-Multistorey-Apartment-FOR-Sale-Hinjewadi-Phase-1-in-Pune&id=4d423831393534363135
₹ 1.99 Cr,19900000,"3 BHK Flat for Sale in Kothrud, Pune",3,Carpet Area 1175 sqft,1175,Kothrud,Pune,https://www.magicbricks.com/solitaire-kothrud-kothrud-pune-pdpid-4d4235303430383730
₹ 74 Lac,7400000,"2 BHK Flat for Sale in Songbirds Society, Pune",2,Carpet Area 788 sqft,788,Songbirds Society,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-1064-Sq-ft-Multistorey-Apartment-FOR-Sale-Songbirds-Society-in-Pune&id=4d423832313233383131
₹ 1.32 Cr,13200000,"2 BHK Flat for Sale in Pandurang Colony, Pune",2,Carpet Area 625 sqft,625,Pandurang Colony,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-851-Sq-ft-Multistorey-Apartment-FOR-Sale-Pandurang-Colony-in-Pune&id=4d423832313233383037
₹ 64 Lac,6400000,"2 BHK Flat for Sale in Hinjawadi, Pune",2,Carpet Area 760 sqft,760,Hinjawadi,Pune,https://www.magicbricks.com/megapolis-sparklet-hinjewadi-pune-pdpid-4d4235313134363239
₹ 67.8 Lac,6780000,"2 BHK Flat for Sale in Undri, Pune",2,Carpet Area 828 sqft,828,Undri,Pune,https://www.magicbricks.com/mahalaxmi-elegance-undri-pune-pdpid-4d4235343337333337
₹ 37 Lac,3700000,"2 BHK Flat for Sale in Undri, Pune",2,Super Area 462 sqft,462,Undri,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-462-Sq-ft-Multistorey-Apartment-FOR-Sale-Undri-in-Pune&id=4d423639393634353933
₹ 89.6 Lac,8960000,"3 BHK Flat for Sale in Undri, Pune",3,Carpet Area 1086 sqft,1086,Undri,Pune,https://www.magicbricks.com/codename-superstar-undri-pune-pdpid-4d4235343331383133
₹ 76.9 Lac,7690000,"3 BHK Flat for Sale in Undri, Pune",3,Carpet Area 932 sqft,932,Undri,Pune,https://www.magicbricks.com/codename-superstar-undri-pune-pdpid-4d4235343331383133
₹ 70.7 Lac,7070000,"2 BHK Flat for Sale in Undri, Pune",2,Carpet Area 857 sqft,857,Undri,Pune,https://www.magicbricks.com/codename-superstar-undri-pune-pdpid-4d4235343331383133
₹ 62.6 Lac,6260000,"2 BHK Flat for Sale in Undri, Pune",2,Carpet Area 758 sqft,758,Undri,Pune,https://www.magicbricks.com/codename-superstar-undri-pune-pdpid-4d4235343331383133
₹ 67.2 Lac,6720000,"3 BHK Flat for Sale in Undri, Pune",3,Carpet Area 954 sqft,954,Undri,Pune,https://www.magicbricks.com/38-park-majestique-undri-pune-pdpid-4d4235303639373837
₹ 50.3 Lac,5030000,"2 BHK Flat for Sale in Undri, Pune",2,Carpet Area 714 sqft,714,Undri,Pune,https://www.magicbricks.com/38-park-majestique-undri-pune-pdpid-4d4235303639373837
₹ 1.23 Cr,12300000,"3 BHK Flat for Sale in Baner Pashan Link Road, Pune",3,Super Area 1500 sqft,1500,Baner Pashan Link Road,Pune,https://www.magicbricks.com/kumar-shantiniketan-baner-pashan-link-road-pune-pdpid-4d4235313733353935
₹ 1.06 Cr,10600000,"3 BHK Flat for Sale in Charholi BK, Pune",3,Carpet Area 1045 sqft,1045,Charholi BK,Pune,https://www.magicbricks.com/pride-world-city-kingsbury-charholi-budruk-pune-pdpid-4d4235313033353537
₹ 38.5 Lac,3850000,"1 BHK Flat for Sale in Dhayari, Pune",1,Carpet Area 430 sqft,430,Dhayari,Pune,https://www.magicbricks.com/eden-court-apartment-dhayari-pune-pdpid-4d4235303933313835
₹ 85 Lac,8500000,"2 BHK Flat for Sale in Wadgaon Sheri, Pune",2,Carpet Area 752 sqft,752,Wadgaon Sheri,Pune,https://www.magicbricks.com/kumar-primavera-wadgaon-sheri-pune-pdpid-4d4235303235393131
₹ 1.55 Cr,15500000,"2 BHK Flat for Sale in Aundh, Pune",2,Carpet Area 950 sqft,950,Aundh,Pune,https://www.magicbricks.com/sylvan-heights-aundh-pune-pdpid-4d4235303331373235
₹ 68 Lac,6800000,"2 BHK Flat for Sale in Undri, Pune",2,Carpet Area 800 sqft,800,Undri,Pune,https://www.magicbricks.com/guddwill-rvn-elate-undri-pune-pdpid-4d4235343235323331
₹ 18.5 Lac,1850000,"1 BHK Flat for Sale in Narhe, Pune",1,Super Area 570 sqft,570,Narhe,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-570-Sq-ft-Multistorey-Apartment-FOR-Sale-Narhe-in-Pune&id=4d423639393630393131
₹ 3.10 Cr,31000000,"3 BHK Flat for Sale in Sinhgad Road, Pune",3,Carpet Area 1760 sqft,1760,Sinhgad Road,Pune,https://www.magicbricks.com/rohan-kritika-sinhgad-road-pune-pdpid-4d4235303237313838
Call for Price,,"3 BHK Flat for Sale in Punawale, Pimpri Chinchwad, Pune",3,Carpet Area 982 sqft,982,Punawale,Pune,https://www.magicbricks.com/kohinoor-uptown-avenue-punawale-pune-pdpid-4d4235343139373137
₹ 4.85 Cr,48500000,"4 BHK Flat for Sale in Magarpatta, Pune",4,Carpet Area 2400 sqft,2400,Magarpatta,Pune,https://www.magicbricks.com/panchshil-one-north-magarpatta-city-pune-pdpid-4d4235303035353934
₹ 1.90 Cr,19000000,"2 BHK Flat for Sale in Kharadi, Pune",2,Super Area 1000 sqft,1000,Kharadi,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Kharadi-in-Pune&id=4d423831333231323331
₹ 1.23 Cr,12300000,"3 BHK Flat for Sale in NIBM Road, Pune",3,Carpet Area 1060 sqft,1060,NIBM Road,Pune,https://www.magicbricks.com/raheja-sterling-nibm-road-pune-pdpid-4d4235333235343733
₹ 1.05 Cr,10500000,"3 BHK Flat for Sale in Hinjawadi, Pune",3,Carpet Area 870 sqft,870,Hinjawadi,Pune,https://www.magicbricks.com/vtp-volare-hinjewadi-pune-pdpid-4d4235343234313439
₹ 2.07 Cr,20700000,"3 BHK Flat for Sale in New Kalyani Nagar, Pune",3,Carpet Area 1796 sqft,1796,New Kalyani Nagar,Pune,https://www.magicbricks.com/bramha-the-collection-new-kalyani-nagar-pune-pdpid-4d4235313236333635
₹ 1.85 Cr,18500000,"2 BHK Flat for Sale in Karvenagar, Pune",2,Carpet Area 839 sqft,839,Karvenagar,Pune,https://www.magicbricks.com/solitaire-karve-nagar-pune-pdpid-4d4235303139343834
₹ 3.48 Cr,34800000,"3 BHK Flat for Sale in Model Colony, Shivaji Nagar, Pune",3,Carpet Area 1385 sqft,1385,Model Colony,Pune,https://www.magicbricks.com/dharmesh-apartment-model-colony-pune-pdpid-4d4235333436313637
₹ 1.10 Cr,11000000,"2 BHK Flat for Sale in Siddheshwar Nagar, Tingre Nagar, Pune",2,Carpet Area 800 sqft,800,Siddheshwar Nagar,Pune,https://www.magicbricks.com/uttam-town-scapes-phase-3-siddheshwar-nagar-pune-pdpid-4d4235303232333331
₹ 75 Lac,7500000,"2 BHK Flat for Sale in Meeta Nagar, Kondhwa, Pune",2,Carpet Area 1200 sqft,1200,Meeta Nagar,Pune,https://www.magicbricks.com/mirchandani-shalimar-hill-park-meeta-nagar-pune-pdpid-4d4235303930333334
₹ 26.5 Lac,2650000,"1 BHK Flat for Sale in Alandi, Kelgaon, Pune",1,Super Area 586 sqft,586,Alandi,Pune,https://www.magicbricks.com/tanish-orchid-phase-ii-alandi-pune-pdpid-4d4235303835313835
₹ 10 Cr,100000000,"4 BHK Flat for Sale in One North, Pune",4,Carpet Area 4284 sqft,4284,One North,Pune,https://www.magicbricks.com/yoo-pune-one-north-pune-pdpid-4d4235303236323137
₹ 1.05 Cr,10500000,"3 BHK Flat for Sale in Manjri, Manjri Budruk, Pune",3,Carpet Area 952 sqft,952,Manjri,Pune,https://www.magicbricks.com/godrej-boulevard-manjri-pune-pdpid-4d4235313430393735
₹ 74 Lac,7400000,"2 BHK Flat for Sale in Hinjawadi, Pune",2,Carpet Area 621 sqft,621,Hinjawadi,Pune,https://www.magicbricks.com/vtp-volare-hinjewadi-pune-pdpid-4d4235343234313439
₹ 2.45 Cr,24500000,"3 BHK Flat for Sale in Aundh, Pune",3,Carpet Area 1300 sqft,1300,Aundh,Pune,https://www.magicbricks.com/sylvan-heights-aundh-pune-pdpid-4d4235303331373235
₹ 1.10 Cr,11000000,"2 BHK Flat for Sale in EON Free Zone, Kharadi, Pune",2,Carpet Area 850 sqft,850,EON Free Zone,Pune,https://www.magicbricks.com/sancheti-mount-n-glory-eon-free-zone-pune-pdpid-4d4235303030333236
₹ 16 Lac,1600000,1 BHK Flat for Sale in Pune,1,Super Area 560 sqft,560,Pune,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-560-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Pune&id=4d423831383634363131
₹ 1.62 Cr,16200000,"2 BHK Flat for Sale in Mayur Colony Kothrud, Pune",2,Carpet Area 916 sqft,916,Mayur Colony Kothrud,Pune,https://www.magicbricks.com/shivalik-mayur-colony-pune-pdpid-4d4235313434393233
₹ 1.10 Cr,11000000,"2 BHK Flat for Sale in Karvenagar, Pune",2,Carpet Area 680 sqft,680,Karvenagar,Pune,https://www.magicbricks.com/propertyDetails/2-BHK-960-Sq-ft-Multistorey-Apartment-FOR-Sale-Karve-Nagar-in-Pune&id=4d423831303738393733
₹ 1.21 Cr,12100000,"3 BHK Flat for Sale in Maan, Pune",3,Carpet Area 1250 sqft,1250,Maan,Pune,https://www.magicbricks.com/global-inspira-maan-pune-pdpid-4d4235343139393739
₹ 30 Lac,3000000,"Studio Apartment for Sale in NIBM Road, Pune",,Super Area 340 sqft,340,NIBM Road,Pune,https://www.magicbricks.com/propertyDetails/340-Sq-ft-Studio-Apartment-FOR-Sale-NIBM-Road-in-Pune&id=4d423738333134393833
₹ 38 Lac,3800000,"1 BHK Flat for Sale in Nehru Nagar, Pimpri Chinchwad, Pune",1,Carpet Area 470 sqft,470,Nehru Nagar,Pune,https://www.magicbricks.com/propertyDetails/1-BHK-530-Sq-ft-Multistorey-Apartment-FOR-Sale-Nehru-Nagar-in-Pune&id=4d423831343932313635
₹ 2.29 Cr,22900000,"3 BHK Flat for Sale in Koregaon Park Annexe, Mundhwa, Pune",3,Carpet Area 1268 sqft,1268,Koregaon Park Annexe,Pune,https://www.magicbricks.com/shubh-tristar-koregaon-park-annexe-pune-pdpid-4d4235343137353933
₹ 12 Cr,120000000,"5 BHK Flat for Sale in Prabhat Road, Pune",5,Carpet Area 3814 sqft,3814,Prabhat Road,Pune,https://www.magicbricks.com/propertyDetails/5-BHK-5550-Sq-ft-Multistorey-Apartment-FOR-Sale-Prabhat-Road-in-Pune&id=4d423831393533373031
₹ 21 Lac,2100000,"1 BHK Flat for Sale in Wagholi, Pune",1,Super Area 560 sqft,560,Wagholi,Pune,https://www.magicbricks.com/pristine-city-wagholi-pune-pdpid-4d4235303139343034
₹ 52 Lac,5200000,"2 BHK Flat for Sale in Dhanori, Pune",2,Carpet Area 850 sqft,850,Dhanori,Pune,https://www.magicbricks.com/atria-apartments-dhanori-pune-pdpid-4d4235303838353932
₹ 60 Lac,6000000,"1 BHK Flat for Sale in Kaspate Wasti, Pune",1,Carpet Area 540 sqft,540,Kaspate Wasti,Pune,https://www.magicbricks.com/rk-lunkad-nandadeep-kaspate-vasti-pune-pdpid-4d4235303639313632
₹ 2.91 Cr,29100000,"4 BHK Flat for Sale in Mundhwa, Pune",4,Carpet Area 1750 sqft,1750,Mundhwa,Pune,https://www.magicbricks.com/shubh-tristar-mundhwa-pune-pdpid-4d4235343137353933
₹ 4.55 Cr,45500000,"4 BHK Flat for Sale in NIBM Road, Pune",4,Carpet Area 3700 sqft,3700,NIBM Road,Pune,https://www.magicbricks.com/tribeca-the-ark-voyage-to-the-stars-nibm-road-pune-pdpid-4d4235303838343036
